lang	status	key	issues	english_value	current_value
ru	WARN	commands.quotefavorite_book_other_ope_bdcbafba	WARN_EQUALS_ENGLISH	/quoteFavorite book other      - open OTHER chapter	/quoteFavorite book other      - open OTHER chapter
sa	WARN	commands.quotefavorite_book_other_ope_bdcbafba	WARN_EQUALS_ENGLISH	/quoteFavorite book other      - open OTHER chapter	/quoteFavorite book other      - open OTHER chapter
zh_tw	NG	commands.quotefavorite_book_other_ope_bdcbafba	NG_MISSING_KEY	/quoteFavorite book other      - open OTHER chapter	
asl_gloss	WARN	commands.quotefavorite_book_other_ope_bdcbafba	WARN_EQUALS_ENGLISH	/quoteFavorite book other      - open OTHER chapter	/quoteFavorite book other      - open OTHER chapter
ja	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
de	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
it	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
es	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
fi	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
fr	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
hi	NG	commands.quotefavorite_book_success_o_afe31501	NG_MISSING_KEY	/quoteFavorite book success    - open SUCCESS chapter	
is	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
ko	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
la	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
lzh	NG	commands.quotefavorite_book_success_o_afe31501	NG_MISSING_KEY	/quoteFavorite book success    - open SUCCESS chapter	
nl	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
ojp	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open 成就 chapter
pt	NG	commands.quotefavorite_book_success_o_afe31501	NG_MISSING_KEY	/quoteFavorite book success    - open SUCCESS chapter	
ru	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
sa	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
zh_tw	NG	commands.quotefavorite_book_success_o_afe31501	NG_MISSING_KEY	/quoteFavorite book success    - open SUCCESS chapter	
asl_gloss	WARN	commands.quotefavorite_book_success_o_afe31501	WARN_EQUALS_ENGLISH	/quoteFavorite book success    - open SUCCESS chapter	/quoteFavorite book success    - open SUCCESS chapter
ja	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
de	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
it	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
sv	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
es	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
fi	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
fr	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
hi	NG	commands.quotefavorite_book_timeup_op_08b799b0	NG_MISSING_KEY	/quoteFavorite book timeup     - open TIME_UP chapter	
is	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
ko	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
la	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
lzh	NG	commands.quotefavorite_book_timeup_op_08b799b0	NG_MISSING_KEY	/quoteFavorite book timeup     - open TIME_UP chapter	
nl	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
ojp	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open 時尽きぬ chapter
pt	NG	commands.quotefavorite_book_timeup_op_08b799b0	NG_MISSING_KEY	/quoteFavorite book timeup     - open TIME_UP chapter	
ru	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
sa	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
zh_tw	NG	commands.quotefavorite_book_timeup_op_08b799b0	NG_MISSING_KEY	/quoteFavorite book timeup     - open TIME_UP chapter	
asl_gloss	WARN	commands.quotefavorite_book_timeup_op_08b799b0	WARN_EQUALS_ENGLISH	/quoteFavorite book timeup     - open TIME_UP chapter	/quoteFavorite book timeup     - open TIME_UP chapter
ja	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
de	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
it	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
sv	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
es	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
fi	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
fr	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
hi	NG	commands.quotefavorite_book_toc_open__c7d02ede	NG_MISSING_KEY	/quoteFavorite book toc        - open catalog (TOC only)	
is	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
ko	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
la	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
lzh	NG	commands.quotefavorite_book_toc_open__c7d02ede	NG_MISSING_KEY	/quoteFavorite book toc        - open catalog (TOC only)	
nl	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
ojp	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
pt	NG	commands.quotefavorite_book_toc_open__c7d02ede	NG_MISSING_KEY	/quoteFavorite book toc        - open catalog (TOC only)	
ru	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
sa	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
zh_tw	NG	commands.quotefavorite_book_toc_open__c7d02ede	NG_MISSING_KEY	/quoteFavorite book toc        - open catalog (TOC only)	
asl_gloss	WARN	commands.quotefavorite_book_toc_open__c7d02ede	WARN_EQUALS_ENGLISH	/quoteFavorite book toc        - open catalog (TOC only)	/quoteFavorite book toc        - open catalog (TOC only)
ja	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
it	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
es	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
fi	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
fr	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
is	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
ko	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
la	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
nl	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
ojp	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	数字で入力してください: /rank <1|2|3|demo>	数にて入れ給へ: /rank <1|2|3|demo>
ru	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
sa	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
zh_tw	NG	commands.rank_1_2_3_demo_4f3e3084	NG_MISSING_KEY	数字で入力してください: /rank <1|2|3|demo>	
asl_gloss	WARN	commands.rank_1_2_3_demo_4f3e3084	WARN_EQUALS_ENGLISH	数字で入力してください: /rank <1|2|3|demo>	数字で入力してください: /rank <1|2|3|demo>
ja	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
it	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
es	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
fi	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
fr	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
is	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
ko	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
la	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
nl	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
ojp	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	使い方: /rank <1|2|3|demo>	用ゐ方: /rank <1|2|3|demo>
ru	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
sa	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
zh_tw	NG	commands.rank_1_2_3_demo_d87f40da	NG_MISSING_KEY	使い方: /rank <1|2|3|demo>	
asl_gloss	WARN	commands.rank_1_2_3_demo_d87f40da	WARN_EQUALS_ENGLISH	使い方: /rank <1|2|3|demo>	使い方: /rank <1|2|3|demo>
ja	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
it	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
es	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
fi	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
fr	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
is	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
ko	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
la	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
nl	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
ru	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH|WARN_CJK_TEXT_IN_NON_CJK_LANG	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
sa	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
zh_tw	NG	commands.text_2bf42ec8_18	NG_MISSING_KEY	このコマンドはプレイヤーのみが実行できます。	
asl_gloss	WARN	commands.text_2bf42ec8_18	WARN_EQUALS_ENGLISH	このコマンドはプレイヤーのみが実行できます。	このコマンドはプレイヤーのみが実行できます。
